No,ID,Scenario,Mode,Choice,Gender,Age,Marital,Nationality,Career1,Career,Education,VehOwner,VehOwner1,CarOwner,DrLicense,IndMotor,Hmotor,IndCar,Hcar,Hmem,Hinc,Hinc1,AirClass,AccTraveler,Partysize,TripPose1,TripPose,HandBag,CheckBag,TripDuration,TimeTraveled,TripOrigin,Distance,Samemode,TravelCost,InVehTime,Timesaving,NoTransfer, Userfriendly,Reasonable,Punctual,Safety,Comfort, Rapid, Convenience,Accessible,TCost_MT,TCost_Car,TCost_Taxi,TCost_Bus,TCost_VCAT,VehCost_MT, VehCost_Car ,VehCost_Taxi ,VehCost_Bus , VehCost_VCAT ,Ttime_MT,Ttime_Car, Ttime_Taxi ,Ttime_Bus,Ttime_VCAT,Vehtime_MT,Vehtime_Car,Vehtime_Taxi,Vehtime_Bus,Vehtime_VCAT,Accesstime_MT,Accesstime_Car,Accesstime_Taxi,Accesstime_Bus,Accesstime_VCAT,Wtime_MT,Wtime_Car,Wtime_Taxi,Wtime_Bus,Wtime_VCAT,Delay_MT,Delay_Car,Delay_Taxi,Delay_Bus,Delay_VCAT,Safe_MT,Safe_Car,Safe_Taxi,Safe_Bus,Safe_VCAT,ParkFee_MT, ParkFee_Car , ParkFee_Taxi , ParkFee_Bus , ParkFee_VCAT ,NoTranfer_MT,NoTranfer_Car,NoTranfer_Taxi,NoTranfer_Bus,NoTranfer_VCAT,Weacon_MT,Weacon_Car,Weacon_Taxi,Weacon_Bus,Weacon_VCAT,FlightCheck_MT,FlightCheck_Car,FlightCheck_Taxi,FlightCheck_Bus,FlightCheck_VCAT,SP_TripMT,SP_TripCar,SP_TripTaxi,SP_TripBus,SP_TripVCAT,SP_LugMT,SP_LugCar,SP_LugTaxi,SP_LugBus,SP_LugVCAT,SP_AccMT,SP_AccCar,SP_AccTaxi,SP_AccBus,SP_AccVCAT, ITC , PF ,TTC,IVT,AC,WT,STM,NF,DL,WC,FS,TPS,NLG,AT
758,379,S8,VCAT,5,1,2,0,1,3,3,2,1,1,0,0,1,3,0,0,2,3,4,1,0,3,2,2,1,3,2,2,1,4,2,1,2,4,3,5,3,4,4,4,5,5,5,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,103,103,103,103,103,23,23,23,23,23,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"34,000",0,103,23,15,15,50,1,0,0,1,1,0,0
759,380,S6,VCAT,5,0,2,1,1,4,0,2,1,1,0,0,1,2,0,0,2,3,4,1,1,3,3,4,1,2,3,1,1,4,0,1,3,3,3,4,5,5,5,5,3,4,5,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,98,98,98,98,98,18,18,18,18,18,10,10,10,10,10,20,20,20,20,20,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"34,000",0,98,18,10,20,50,1,0,1,1,0,0,1
760,380,S8,VCAT,5,0,2,1,1,4,0,2,1,1,0,0,1,2,0,0,2,3,4,1,1,3,3,4,1,2,3,1,1,4,0,1,3,3,3,4,5,5,5,5,3,4,5,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,103,103,103,103,103,23,23,23,23,23,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"34,000",0,103,23,15,15,50,1,0,0,1,1,0,0
761,381,S5,VCAT,5,0,2,1,1,5,4,1,1,1,0,0,1,2,0,0,3,3,4,1,1,3,3,4,1,3,2,1,1,5,2,1,5,3,4,4,4,5,5,5,5,5,5,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,83,83,83,83,83,18,18,18,18,18,10,10,10,10,10,15,15,15,15,15,0,0,0,0,0,40,40,40,40,40,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,"34,000",0,83,18,10,15,40,1,0,1,1,0,1,0
762,381,S7,VCAT,5,0,2,1,1,5,4,1,1,1,0,0,1,2,0,0,3,3,4,1,1,3,3,4,1,3,2,1,1,5,2,1,5,3,4,4,4,5,5,5,5,5,5,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,103,103,103,103,103,18,18,18,18,18,15,15,15,15,15,20,20,20,20,20,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"34,000",0,103,18,15,20,50,1,0,0,1,1,1,1
763,382,S6,VCAT,5,0,2,1,1,4,0,2,1,1,0,0,1,4,0,0,2,2,3,1,1,3,3,4,2,4,3,1,1,4,2,1,3,3,3,4,3,3,5,5,5,5,5,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,98,98,98,98,98,18,18,18,18,18,10,10,10,10,10,20,20,20,20,20,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"34,000",0,98,18,10,20,50,1,0,1,1,0,0,1
764,382,S8,VCAT,5,0,2,1,1,4,0,2,1,1,0,0,1,4,0,0,2,2,3,1,1,3,3,4,2,4,3,1,1,4,2,1,3,3,3,4,3,3,5,5,5,5,5,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,103,103,103,103,103,23,23,23,23,23,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"34,000",0,103,23,15,15,50,1,0,0,1,1,0,0
765,383,S6,VCAT,5,1,2,1,1,1,1,2,1,1,1,1,1,3,1,2,2,2,3,1,0,3,3,4,2,3,4,1,1,2,2,1,3,4,5,5,5,4,4,3,3,4,5,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,98,98,98,98,98,18,18,18,18,18,10,10,10,10,10,20,20,20,20,20,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"34,000",0,98,18,10,20,50,1,0,1,1,0,0,1
766,383,S8,VCAT,5,1,2,1,1,1,1,2,1,1,1,1,1,3,1,2,2,2,3,1,0,3,3,4,2,3,4,1,1,2,2,1,3,4,5,5,5,4,4,3,3,4,5,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,103,103,103,103,103,23,23,23,23,23,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"34,000",0,103,23,15,15,50,1,0,0,1,1,0,0
767,384,S2,VCAT,5,0,2,1,1,5,4,1,1,1,0,0,1,3,0,0,3,2,3,1,0,3,2,3,0,2,5,2,1,2,2,1,2,3,5,5,5,4,4,3,5,5,5,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,103,103,103,103,103,23,23,23,23,23,10,10,10,10,10,20,20,20,20,20,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"29,000",0,103,23,10,20,50,1,0,1,1,0,0,1
768,384,S4,VCAT,5,0,2,1,1,5,4,1,1,1,0,0,1,3,0,0,3,2,3,1,0,3,2,3,0,2,5,2,1,2,2,1,2,3,5,5,5,4,4,3,5,5,5,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,98,98,98,98,98,23,23,23,23,23,15,15,15,15,15,20,20,20,20,20,0,0,0,0,0,40,40,40,40,40,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"29,000",0,98,23,15,20,40,1,0,1,1,1,0,0
769,385,S1,VCAT,5,0,1,1,1,5,4,1,1,1,0,0,1,4,0,0,2,2,3,1,0,3,2,3,1,3,5,1,1,3,2,1,2,5,4,4,3,3,3,4,5,5,5,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,93,93,93,93,93,23,23,23,23,23,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,40,40,40,40,40,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,"29,000",0,93,23,15,15,40,1,0,0,1,0,1,1
770,385,S3,VCAT,5,0,1,1,1,5,4,1,1,1,0,0,1,4,0,0,2,2,3,1,0,3,2,3,1,3,5,1,1,3,2,1,2,5,4,4,3,3,3,4,5,5,5,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,83,83,83,83,83,18,18,18,18,18,10,10,10,10,10,15,15,15,15,15,0,0,0,0,0,40,40,40,40,40,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,"29,000",0,83,18,10,15,40,1,0,0,1,1,1,0
771,386,S5,VCAT,5,1,3,0,1,0,3,3,1,1,0,1,0,0,2,3,4,6,7,1,0,2,1,1,1,0,5,2,1,15,2,1,4,4,4,5,5,5,5,4,5,4,5,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,83,83,83,83,83,18,18,18,18,18,10,10,10,10,10,15,15,15,15,15,0,0,0,0,0,40,40,40,40,40,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,"34,000",0,83,18,10,15,40,1,0,1,1,0,1,0
772,386,S7,Bus,4,1,3,0,1,0,3,3,1,1,0,1,0,0,2,3,4,6,7,1,0,2,1,1,1,0,5,2,1,15,2,1,4,4,4,5,5,5,5,4,5,4,5,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,165,165,165,165,165,30,30,30,30,30,15,15,15,15,15,20,20,20,20,20,10,10,10,10,10,90,90,90,90,90,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"19,000",0,165,30,15,20,90,11,10,0,0,1,1,1
773,387,S5,VCAT,5,1,3,1,1,2,2,3,1,1,0,1,0,0,1,4,4,6,8,1,0,3,2,2,1,0,2,2,2,4,2,3,2,4,4,4,5,5,4,3,4,5,5,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,83,83,83,83,83,18,18,18,18,18,10,10,10,10,10,15,15,15,15,15,0,0,0,0,0,40,40,40,40,40,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,"34,000",0,83,18,10,15,40,1,0,1,1,0,1,0
774,387,S7,VCAT,5,1,3,1,1,2,2,3,1,1,0,1,0,0,1,4,4,6,8,1,0,3,2,2,1,0,2,2,2,4,2,3,2,4,4,4,5,5,4,3,4,5,5,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,103,103,103,103,103,18,18,18,18,18,15,15,15,15,15,20,20,20,20,20,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"34,000",0,103,18,15,20,50,1,0,0,1,1,1,1
775,388,S5,Bus,4,1,2,1,0,5,4,1,1,1,1,1,1,1,1,4,5,6,7,1,4,2,2,3,1,0,5,1,1,9,2,1,4,5,4,5,5,4,5,5,4,5,5,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,185,185,185,185,185,30,30,30,30,30,15,15,15,15,15,20,20,20,20,20,0,0,0,0,0,120,120,120,120,120,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,"19,000",0,185,30,15,20,120,11,0,1,0,0,1,0
776,388,S7,Bus,4,1,2,1,0,5,4,1,1,1,1,1,1,1,1,4,5,6,7,1,4,2,2,3,1,0,5,1,1,9,2,1,4,5,4,5,5,4,5,5,4,5,5,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,165,165,165,165,165,30,30,30,30,30,15,15,15,15,15,20,20,20,20,20,10,10,10,10,10,90,90,90,90,90,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"19,000",0,165,30,15,20,90,11,10,0,0,1,1,1
777,389,S5,VCAT,5,0,3,0,1,0,3,2,1,1,0,1,0,0,1,1,2,5,6,1,4,3,1,1,1,0,5,3,1,10,2,1,3,5,4,3,4,5,4,5,4,5,5,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,83,83,83,83,83,18,18,18,18,18,10,10,10,10,10,15,15,15,15,15,0,0,0,0,0,40,40,40,40,40,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,"34,000",0,83,18,10,15,40,1,0,1,1,0,1,0
778,389,S7,Bus,4,0,3,0,1,0,3,2,1,1,0,1,0,0,1,1,2,5,6,1,4,3,1,1,1,0,5,3,1,10,2,1,3,5,4,3,4,5,4,5,4,5,5,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,165,165,165,165,165,30,30,30,30,30,15,15,15,15,15,20,20,20,20,20,10,10,10,10,10,90,90,90,90,90,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"19,000",0,165,30,15,20,90,11,10,0,0,1,1,1
779,390,S5,VCAT,5,1,1,1,1,1,1,2,1,1,0,0,1,3,0,0,2,2,3,1,0,3,3,4,1,2,3,1,1,3,2,1,1,4,4,5,3,3,5,4,5,5,5,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,83,83,83,83,83,18,18,18,18,18,10,10,10,10,10,15,15,15,15,15,0,0,0,0,0,40,40,40,40,40,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,"34,000",0,83,18,10,15,40,1,0,1,1,0,1,0
780,390,S7,VCAT,5,1,1,1,1,1,1,2,1,1,0,0,1,3,0,0,2,2,3,1,0,3,3,4,1,2,3,1,1,3,2,1,1,4,4,5,3,3,5,4,5,5,5,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,103,103,103,103,103,18,18,18,18,18,15,15,15,15,15,20,20,20,20,20,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"34,000",0,103,18,15,20,50,1,0,0,1,1,1,1
781,391,S5,VCAT,5,0,2,1,1,3,3,3,1,1,1,1,0,0,1,1,2,6,8,1,1,3,3,4,1,1,3,5,2,5.8,2,2,1,4,4,4,4,4,5,5,4,5,4,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,83,83,83,83,83,18,18,18,18,18,10,10,10,10,10,15,15,15,15,15,0,0,0,0,0,40,40,40,40,40,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,"34,000",0,83,18,10,15,40,1,0,1,1,0,1,0
782,391,S7,Motorbike,1,0,2,1,1,3,3,3,1,1,1,1,0,0,1,1,2,6,8,1,1,3,3,4,1,1,3,5,2,5.8,2,2,1,4,4,4,4,4,5,5,4,5,4,21500,21500,21500,21500,21500,16500,16500,16500,16500,16500,140,140,140,140,140,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,120,120,120,5000,5000,5000,5000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"16,500","5,000",140,20,0,0,120,0,0,0,0,1,1,1
783,392,S1,VCAT,5,0,3,0,0,1,1,2,1,1,0,0,1,2,0,0,3,3,4,1,1,3,3,4,1,2,2,1,1,18,2,1,3,4,4,4,5,5,5,4,5,5,5,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,83,83,83,83,83,18,18,18,18,18,10,10,10,10,10,15,15,15,15,15,0,0,0,0,0,40,40,40,40,40,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,"29,000",0,83,18,10,15,40,1,0,0,1,0,1,0
784,392,S3,VCAT,5,0,3,0,0,1,1,2,1,1,0,0,1,2,0,0,3,3,4,1,1,3,3,4,1,2,2,1,1,18,2,1,3,4,4,4,5,5,5,4,5,5,5,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,98,98,98,98,98,23,23,23,23,23,15,15,15,15,15,20,20,20,20,20,0,0,0,0,0,40,40,40,40,40,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"29,000",0,98,23,15,20,40,1,0,0,1,1,1,1
785,393,S2,Bus,4,1,3,0,0,1,1,2,1,1,1,1,0,0,1,2,4,3,4,1,2,3,2,3,1,0,3,2,1,0.5,2,3,2,4,5,4,5,5,5,5,4,5,5,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,180,180,180,180,180,30,30,30,30,30,10,10,10,10,10,20,20,20,20,20,0,0,0,0,0,120,120,120,120,120,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"19,000",0,180,30,10,20,120,11,0,1,0,0,0,1
786,393,S4,Bus,4,1,3,0,0,1,1,2,1,1,1,1,0,0,1,2,4,3,4,1,2,3,2,3,1,0,3,2,1,0.5,2,3,2,4,5,4,5,5,5,5,4,5,5,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,160,160,160,160,160,30,30,30,30,30,10,10,10,10,10,20,20,20,20,20,10,10,10,10,10,90,90,90,90,90,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"19,000",0,160,30,10,20,90,11,10,1,0,1,0,0
787,394,S2,VCAT,5,0,2,1,0,3,3,3,1,1,1,1,0,0,2,4,5,5,6,1,4,4,3,5,1,0,4,1,1,2,2,2,3,5,5,4,4,5,5,3,4,5,4,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,103,103,103,103,103,23,23,23,23,23,10,10,10,10,10,20,20,20,20,20,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"29,000",0,103,23,10,20,50,1,0,1,1,0,0,1
788,394,S4,Bus,4,0,2,1,0,3,3,3,1,1,1,1,0,0,2,4,5,5,6,1,4,4,3,5,1,0,4,1,1,2,2,2,3,5,5,4,4,5,5,3,4,5,4,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,160,160,160,160,160,30,30,30,30,30,10,10,10,10,10,20,20,20,20,20,10,10,10,10,10,90,90,90,90,90,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"19,000",0,160,30,10,20,90,11,10,1,0,1,0,0
789,395,S1,Bus,4,1,3,0,0,3,3,2,1,1,1,1,0,0,1,1,4,4,5,1,2,3,3,4,1,0,3,2,1,15,2,2,2,5,5,4,5,4,5,5,5,4,5,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,150,150,150,150,150,30,30,30,30,30,10,10,10,10,10,20,20,20,20,20,0,0,0,0,0,90,90,90,90,90,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,"19,000",0,150,30,10,20,90,11,0,0,0,0,1,0
790,395,S3,Bus,4,1,3,0,0,3,3,2,1,1,1,1,0,0,1,1,4,4,5,1,2,3,3,4,1,0,3,2,1,15,2,2,2,5,5,4,5,4,5,5,5,4,5,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,195,195,195,195,195,30,30,30,30,30,15,15,15,15,15,20,20,20,20,20,10,10,10,10,10,120,120,120,120,120,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"19,000",0,195,30,15,20,120,11,10,0,0,1,1,1
791,396,S1,VCAT,5,1,4,0,0,3,3,3,1,1,1,1,0,0,2,3,5,5,6,1,3,2,2,2,1,0,3,2,1,5,1,2,3,4,5,4,5,4,5,5,5,4,5,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,83,83,83,83,83,18,18,18,18,18,10,10,10,10,10,15,15,15,15,15,0,0,0,0,0,40,40,40,40,40,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,"29,000",0,83,18,10,15,40,1,0,0,1,0,1,0
792,396,S3,VCAT,5,1,4,0,0,3,3,3,1,1,1,1,0,0,2,3,5,5,6,1,3,2,2,2,1,0,3,2,1,5,1,2,3,4,5,4,5,4,5,5,5,4,5,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,98,98,98,98,98,23,23,23,23,23,15,15,15,15,15,20,20,20,20,20,0,0,0,0,0,40,40,40,40,40,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"29,000",0,98,23,15,20,40,1,0,0,1,1,1,1
793,397,S1,VCAT,5,0,3,0,0,2,2,3,1,1,1,1,1,2,1,1,5,6,8,1,2,4,2,2,1,0,3,2,1,10,2,3,3,4,5,4,5,5,5,5,4,5,5,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,83,83,83,83,83,18,18,18,18,18,10,10,10,10,10,15,15,15,15,15,0,0,0,0,0,40,40,40,40,40,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,"29,000",0,83,18,10,15,40,1,0,0,1,0,1,0
794,397,S3,VCAT,5,0,3,0,0,2,2,3,1,1,1,1,1,2,1,1,5,6,8,1,2,4,2,2,1,0,3,2,1,10,2,3,3,4,5,4,5,5,5,5,4,5,5,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,98,98,98,98,98,23,23,23,23,23,15,15,15,15,15,20,20,20,20,20,0,0,0,0,0,40,40,40,40,40,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"29,000",0,98,23,15,20,40,1,0,0,1,1,1,1
795,398,S2,Car,2,0,1,1,0,5,4,2,0,0,1,0,0,0,0,0,5,4,5,1,2,2,1,1,1,1,1,1,1,100,2,2,1,2,3,4,4,3,4,5,5,4,3,52000,52000,52000,52000,52000,52000,42000,42000,42000,42000,145,145,145,145,145,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,120,120,120,10000,10000,10000,10000,10000,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"42,000","10,000",145,25,0,0,120,0,0,1,0,0,0,1
796,398,S4,Car,2,0,1,1,0,5,4,2,0,0,1,0,0,0,0,0,5,4,5,1,2,2,1,1,1,1,1,1,1,100,2,2,1,2,3,4,4,3,4,5,5,4,3,52000,52000,52000,52000,52000,52000,42000,42000,42000,42000,145,145,145,145,145,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,120,120,120,10000,10000,10000,10000,10000,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"42,000","10,000",145,25,0,0,120,0,0,1,0,1,0,0
797,399,S1,Car,2,1,2,1,0,5,4,2,1,1,0,1,3,3,1,1,5,1,1,1,3,4,2,3,3,3,4,4,1,50,1,4,2,3,4,4,5,4,5,3,4,4,4,52000,52000,52000,52000,52000,52000,42000,42000,42000,42000,115,115,115,115,115,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,90,90,10000,10000,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,"42,000","10,000",115,25,0,0,90,0,0,0,0,0,1,0
798,399,S3,VCAT,5,1,2,1,0,5,4,2,1,1,0,1,3,3,1,1,5,1,1,1,3,4,2,3,3,3,4,4,1,50,1,4,2,3,4,4,5,4,5,3,4,4,4,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,98,98,98,98,98,23,23,23,23,23,15,15,15,15,15,20,20,20,20,20,0,0,0,0,0,40,40,40,40,40,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"29,000",0,98,23,15,20,40,1,0,0,1,1,1,1
799,400,S1,Bus,4,1,2,1,0,5,4,2,0,2,0,0,1,1,0,0,4,1,1,0,2,2,2,3,2,1,5,1,1,399,2,3,6,5,5,5,5,5,5,5,5,5,5,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,150,150,150,150,150,30,30,30,30,30,10,10,10,10,10,20,20,20,20,20,0,0,0,0,0,90,90,90,90,90,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,"19,000",0,150,30,10,20,90,11,0,0,0,0,1,0
800,400,S3,Bus,4,1,2,1,0,5,4,2,0,2,0,0,1,1,0,0,4,1,1,0,2,2,2,3,2,1,5,1,1,399,2,3,6,5,5,5,5,5,5,5,5,5,5,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,195,195,195,195,195,30,30,30,30,30,15,15,15,15,15,20,20,20,20,20,10,10,10,10,10,120,120,120,120,120,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"19,000",0,195,30,15,20,120,11,10,0,0,1,1,1
801,401,S5,Taxi,3,1,2,1,0,5,4,2,0,0,0,0,0,0,0,0,5,1,1,1,0,2,3,4,1,0,2,1,1,100,2,1,1,1,1,3,3,2,4,5,4,5,5,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,125,125,125,125,125,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,90,90,90,90,90,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,"66,000",0,125,25,0,0,90,0,10,1,0,0,1,0
