No,ID,Scenario,Mode,Choice,Gender,Age,Marital,Nationality,Career1,Career,Education,VehOwner,VehOwner1,CarOwner,DrLicense,IndMotor,Hmotor,IndCar,Hcar,Hmem,Hinc,Hinc1,AirClass,AccTraveler,Partysize,TripPose1,TripPose,HandBag,CheckBag,TripDuration,TimeTraveled,TripOrigin,Distance,Samemode,TravelCost,InVehTime,Timesaving,NoTransfer, Userfriendly,Reasonable,Punctual,Safety,Comfort, Rapid, Convenience,Accessible,TCost_MT,TCost_Car,TCost_Taxi,TCost_Bus,TCost_VCAT,VehCost_MT, VehCost_Car ,VehCost_Taxi ,VehCost_Bus , VehCost_VCAT ,Ttime_MT,Ttime_Car, Ttime_Taxi ,Ttime_Bus,Ttime_VCAT,Vehtime_MT,Vehtime_Car,Vehtime_Taxi,Vehtime_Bus,Vehtime_VCAT,Accesstime_MT,Accesstime_Car,Accesstime_Taxi,Accesstime_Bus,Accesstime_VCAT,Wtime_MT,Wtime_Car,Wtime_Taxi,Wtime_Bus,Wtime_VCAT,Delay_MT,Delay_Car,Delay_Taxi,Delay_Bus,Delay_VCAT,Safe_MT,Safe_Car,Safe_Taxi,Safe_Bus,Safe_VCAT,ParkFee_MT, ParkFee_Car , ParkFee_Taxi , ParkFee_Bus , ParkFee_VCAT ,NoTranfer_MT,NoTranfer_Car,NoTranfer_Taxi,NoTranfer_Bus,NoTranfer_VCAT,Weacon_MT,Weacon_Car,Weacon_Taxi,Weacon_Bus,Weacon_VCAT,FlightCheck_MT,FlightCheck_Car,FlightCheck_Taxi,FlightCheck_Bus,FlightCheck_VCAT,SP_TripMT,SP_TripCar,SP_TripTaxi,SP_TripBus,SP_TripVCAT,SP_LugMT,SP_LugCar,SP_LugTaxi,SP_LugBus,SP_LugVCAT,SP_AccMT,SP_AccCar,SP_AccTaxi,SP_AccBus,SP_AccVCAT, ITC , PF ,TTC,IVT,AC,WT,STM,NF,DL,WC,FS,TPS,NLG,AT
156,78,S7,VCAT,5,1,3,0,0,4,0,1,0,2,0,0,1,1,0,0,5,3,4,1,4,5,2,3,2,2,5,1,1,700,0,6,2,4,5,6,4,5,5,5,5,5,5,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,103,103,103,103,103,18,18,18,18,18,15,15,15,15,15,20,20,20,20,20,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"34,000",0,103,18,15,20,50,1,0,0,1,1,1,1
157,79,S2,Car,2,1,2,0,0,4,0,1,0,2,0,0,0,1,0,0,5,1,2,1,0,5,2,3,1,1,5,1,1,8,2,5,3,5,4,4,4,5,5,5,4,5,5,52000,52000,52000,52000,52000,52000,42000,42000,42000,42000,145,145,145,145,145,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,120,120,120,10000,10000,10000,10000,10000,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"42,000","10,000",145,25,0,0,120,0,0,1,0,0,0,1
158,89,S4,Car,2,1,2,0,0,4,0,1,0,2,0,0,0,1,0,0,5,1,2,1,0,5,2,3,1,1,5,1,1,8,2,5,3,5,4,4,4,5,5,5,4,5,5,52000,52000,52000,52000,52000,52000,42000,42000,42000,42000,145,145,145,145,145,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,120,120,120,10000,10000,10000,10000,10000,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"42,000","10,000",145,25,0,0,120,0,0,1,0,1,0,0
159,80,S2,Car,2,0,2,1,0,4,0,2,0,2,0,0,0,1,0,0,5,2,3,1,1,5,2,3,2,1,5,2,1,6,2,4,2,5,4,4,4,5,5,5,4,4,4,52000,52000,52000,52000,52000,52000,42000,42000,42000,42000,145,145,145,145,145,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,120,120,120,10000,10000,10000,10000,10000,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"42,000","10,000",145,25,0,0,120,0,0,1,0,0,0,1
160,80,S4,Car,2,0,2,1,0,4,0,2,0,2,0,0,0,1,0,0,5,2,3,1,1,5,2,3,2,1,5,2,1,6,2,4,2,5,4,4,4,5,5,5,4,4,4,52000,52000,52000,52000,52000,52000,42000,42000,42000,42000,145,145,145,145,145,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,120,120,120,10000,10000,10000,10000,10000,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"42,000","10,000",145,25,0,0,120,0,0,1,0,1,0,0
161,81,S1,Motorbike,1,1,3,0,0,4,0,2,0,2,0,0,1,1,0,0,4,2,3,1,1,5,2,3,1,1,5,1,2,15,0,6,2,4,5,4,3,5,5,5,5,5,5,21500,21500,21500,21500,21500,16500,16500,16500,16500,16500,110,110,110,110,110,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,90,90,5000,5000,5000,5000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,"16,500","5,000",110,20,0,0,90,0,0,0,0,0,1,0
162,81,S3,Bus,4,1,3,0,0,4,0,2,0,2,0,0,1,1,0,0,4,2,3,1,1,5,2,3,1,1,5,1,2,15,0,6,2,4,5,4,3,5,5,5,5,5,5,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,195,195,195,195,195,30,30,30,30,30,15,15,15,15,15,20,20,20,20,20,10,10,10,10,10,120,120,120,120,120,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"19,000",0,195,30,15,20,120,11,10,0,0,1,1,1
163,82,S1,Motorbike,1,1,3,0,0,4,0,1,1,1,1,1,1,1,1,1,2,2,3,1,1,5,2,3,1,1,5,1,1,250,2,2,2,5,5,4,4,5,5,5,5,5,5,21500,21500,21500,21500,21500,16500,16500,16500,16500,16500,110,110,110,110,110,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,90,90,5000,5000,5000,5000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,"16,500","5,000",110,20,0,0,90,0,0,0,0,0,1,0
164,82,S3,Motorbike,1,1,3,0,0,4,0,1,1,1,1,1,1,1,1,1,2,2,3,1,1,5,2,3,1,1,5,1,1,250,2,2,2,5,5,4,4,5,5,5,5,5,5,21500,21500,21500,21500,21500,16500,16500,16500,16500,16500,110,110,110,110,110,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,90,90,5000,5000,5000,5000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"16,500","5,000",110,20,0,0,90,0,0,0,0,1,1,1
165,83,S5,Bus,4,1,2,1,0,4,0,1,0,2,0,0,1,1,0,0,5,1,2,1,3,5,2,3,1,1,5,1,1,9,0,6,4,4,5,4,4,5,5,5,5,5,4,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,185,185,185,185,185,30,30,30,30,30,15,15,15,15,15,20,20,20,20,20,0,0,0,0,0,120,120,120,120,120,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,"19,000",0,185,30,15,20,120,11,0,1,0,0,1,0
166,83,S7,Bus,4,1,2,1,0,4,0,1,0,2,0,0,1,1,0,0,5,1,2,1,3,5,2,3,1,1,5,1,1,9,0,6,4,4,5,4,4,5,5,5,5,5,4,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,165,165,165,165,165,30,30,30,30,30,15,15,15,15,15,20,20,20,20,20,10,10,10,10,10,90,90,90,90,90,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"19,000",0,165,30,15,20,90,11,10,0,0,1,1,1
167,84,S1,Car,2,1,3,0,0,1,1,2,0,2,0,0,0,1,0,0,5,1,2,1,1,5,2,3,1,1,5,1,3,6,1,5,3,5,3,4,4,5,5,5,5,5,4,52000,52000,52000,52000,52000,52000,42000,42000,42000,42000,145,145,145,145,145,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,120,120,120,10000,10000,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,"42,000","10,000",145,25,0,0,120,0,0,0,0,0,1,0
168,84,S3,Car,2,1,3,0,0,1,1,2,0,2,0,0,0,1,0,0,5,1,2,1,1,5,2,3,1,1,5,1,3,6,1,5,3,5,3,4,4,5,5,5,5,5,4,52000,52000,52000,52000,52000,52000,42000,42000,42000,42000,145,145,145,145,145,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,120,120,120,10000,10000,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"42,000","10,000",145,25,0,0,120,0,0,0,0,1,1,1
127,64,S6,VCAT,5,1,3,0,1,0,3,3,0,0,0,1,0,0,0,0,4,4,5,1,1,3,3,4,1,1,4,3,2,5,2,2,1,3,4,1,4,5,5,3,3,4,4,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,98,98,98,98,98,18,18,18,18,18,10,10,10,10,10,20,20,20,20,20,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"34,000",0,98,18,10,20,50,1,0,1,1,0,0,1
170,85,S8,Motorbike,1,1,3,0,1,0,3,3,0,0,0,1,0,0,0,0,4,4,5,1,1,3,3,4,1,1,4,3,2,5,2,2,1,3,4,1,4,5,5,3,3,4,4,21500,21500,21500,21500,21500,16500,16500,16500,16500,16500,110,110,110,110,110,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,90,90,5000,5000,5000,5000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"16,500","5,000",110,20,0,0,90,0,0,0,0,1,0,0
169,85,S6,VCAT,5,0,2,0,1,0,3,3,0,0,0,1,1,1,0,0,4,4,5,1,1,3,3,4,2,2,4,2,2,5,0,2,1,3,2,1,4,4,4,2,3,2,3,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,98,98,98,98,98,18,18,18,18,18,10,10,10,10,10,20,20,20,20,20,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"34,000",0,98,18,10,20,50,1,0,1,1,0,0,1
172,86,S8,Motorbike,1,0,2,0,1,0,3,3,0,0,0,1,1,1,0,0,4,4,5,1,1,3,3,4,2,2,4,2,2,5,0,2,1,3,2,1,4,4,4,2,3,2,3,21500,21500,21500,21500,21500,16500,16500,16500,16500,16500,110,110,110,110,110,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,90,90,5000,5000,5000,5000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"16,500","5,000",110,20,0,0,90,0,0,0,0,1,0,0
173,87,S2,VCAT,5,0,6,0,1,2,0,0,1,1,1,1,0,0,3,3,2,6,8,0,0,2,3,4,1,1,3,1,2,4,2,5,2,3,4,4,4,4,4,4,4,4,4,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,103,103,103,103,103,23,23,23,23,23,10,10,10,10,10,20,20,20,20,20,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"29,000",0,103,23,10,20,50,1,0,1,1,0,0,1
174,87,S4,Taxi,3,0,6,0,1,2,0,0,1,1,1,1,0,0,3,3,2,6,8,0,0,2,3,4,1,1,3,1,2,4,2,5,2,3,4,4,4,4,4,4,4,4,4,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,145,145,145,145,145,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,120,120,120,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"66,000",0,145,25,0,0,120,0,0,1,0,1,0,0
175,88,S2,VCAT,5,1,3,1,1,0,3,3,0,0,0,1,0,0,0,0,1,2,3,1,0,2,3,4,1,1,4,2,2,5,2,3,1,4,2,4,5,5,5,2,3,3,4,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,103,103,103,103,103,23,23,23,23,23,10,10,10,10,10,20,20,20,20,20,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"29,000",0,103,23,10,20,50,1,0,1,1,0,0,1
176,88,S4,VCAT,5,1,3,1,1,0,3,3,0,0,0,1,0,0,0,0,1,2,3,1,0,2,3,4,1,1,4,2,2,5,2,3,1,4,2,4,5,5,5,2,3,3,4,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,98,98,98,98,98,23,23,23,23,23,15,15,15,15,15,20,20,20,20,20,0,0,0,0,0,40,40,40,40,40,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"29,000",0,98,23,15,20,40,1,0,1,1,1,0,0
177,89,S1,Car,2,1,4,0,1,2,2,3,0,0,0,1,0,0,1,1,2,6,8,1,2,3,2,2,2,0,1,3,3,100,2,1,5,5,5,5,5,4,5,5,5,5,5,52000,52000,52000,52000,52000,52000,42000,42000,42000,42000,115,115,115,115,115,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,90,90,10000,10000,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,"42,000","10,000",115,25,0,0,90,0,0,0,0,0,1,0
178,89,S3,VCAT,5,1,4,0,1,2,2,3,0,0,0,1,0,0,1,1,2,6,8,1,2,3,2,2,2,0,1,3,3,100,2,1,5,5,5,5,5,4,5,5,5,5,5,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,93,93,93,93,93,23,23,23,23,23,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,40,40,40,40,40,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"29,000",0,93,23,15,15,40,1,0,0,1,1,1,1
179,90,S6,VCAT,5,1,4,0,1,1,1,2,1,1,1,1,0,0,1,1,3,5,6,1,1,2,2,3,2,2,1,1,2,7,2,3,2,5,5,5,5,5,5,4,5,5,5,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,88,88,88,88,88,18,18,18,18,18,10,10,10,10,10,20,20,20,20,20,0,0,0,0,0,40,40,40,40,40,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"29,000",0,88,18,10,20,40,1,0,1,0,0,0,1
180,90,S8,Motorbike,1,1,4,0,1,1,1,2,1,1,1,1,0,0,1,1,3,5,6,1,1,2,2,3,2,2,1,1,2,7,2,3,2,5,5,5,5,5,5,4,5,5,5,21500,21500,21500,21500,21500,16500,16500,16500,16500,16500,110,110,110,110,110,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,90,90,5000,5000,5000,5000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"16,500","5,000",110,20,0,0,90,0,0,0,0,1,0,0
181,91,S5,Taxi,3,1,3,0,1,1,1,3,0,0,0,0,0,0,0,0,3,6,8,1,0,2,2,3,2,0,4,1,2,5,0,3,2,5,3,5,3,5,5,5,4,5,5,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,125,125,125,125,125,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,90,90,90,90,90,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"66,000",0,125,25,0,0,90,0,10,1,0,0,0,0
182,91,S7,Taxi,3,1,3,0,1,1,1,3,0,0,0,0,0,0,0,0,3,6,8,1,0,2,2,3,2,0,4,1,2,5,0,3,2,5,3,5,3,5,5,5,4,5,5,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,125,125,125,125,125,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,90,90,90,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,"66,000",0,125,25,0,0,90,0,10,0,0,1,0,1
183,92,S2,VCAT,5,0,3,0,1,0,3,0,0,0,1,1,0,0,2,2,3,6,8,1,1,3,3,4,1,1,4,5,2,3,0,2,1,4,5,5,4,5,4,4,4,5,5,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,103,103,103,103,103,23,23,23,23,23,10,10,10,10,10,20,20,20,20,20,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"29,000",0,103,23,10,20,50,1,0,1,1,0,0,1
184,92,S4,Bus,4,0,3,0,1,0,3,0,0,0,1,1,0,0,2,2,3,6,8,1,1,3,3,4,1,1,4,5,2,3,0,2,1,4,5,5,4,5,4,4,4,5,5,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,160,160,160,160,160,30,30,30,30,30,10,10,10,10,10,20,20,20,20,20,10,10,10,10,10,90,90,90,90,90,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"19,000",0,160,30,10,20,90,11,10,1,0,1,0,0
185,93,S2,VCAT,5,0,2,1,1,0,0,2,1,1,1,1,0,0,1,1,2,6,8,1,2,3,3,4,1,1,4,2,2,5,2,4,1,4,4,5,5,5,5,4,4,4,4,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,103,103,103,103,103,23,23,23,23,23,10,10,10,10,10,20,20,20,20,20,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"29,000",0,103,23,10,20,50,1,0,1,1,0,0,1
186,93,S4,Bus,4,0,2,1,1,0,0,2,1,1,1,1,0,0,1,1,2,6,8,1,2,3,3,4,1,1,4,2,2,5,2,4,1,4,4,5,5,5,5,4,4,4,4,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,160,160,160,160,160,30,30,30,30,30,10,10,10,10,10,20,20,20,20,20,10,10,10,10,10,90,90,90,90,90,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"19,000",0,160,30,10,20,90,11,10,1,0,1,0,0
187,94,S2,Bus,4,1,2,1,1,1,1,3,0,0,0,0,0,0,0,0,4,6,8,1,1,2,2,3,2,1,2,5,3,10,0,6,1,5,5,2,2,4,5,5,5,1,1,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,180,180,180,180,180,30,30,30,30,30,10,10,10,10,10,20,20,20,20,20,0,0,0,0,0,120,120,120,120,120,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"19,000",0,180,30,10,20,120,11,0,1,0,0,0,1
188,94,S4,Taxi,3,1,2,1,1,1,1,3,0,0,0,0,0,0,0,0,4,6,8,1,1,2,2,3,2,1,2,5,3,10,0,6,1,5,5,2,2,4,5,5,5,1,1,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,145,145,145,145,145,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,120,120,120,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"66,000",0,145,25,0,0,120,0,0,1,0,1,0,0
189,95,S2,Taxi,3,0,2,0,1,3,3,3,0,0,0,1,0,0,0,0,2,6,8,1,0,2,1,1,2,1,3,1,2,15,2,1,1,5,4,3,5,5,5,3,4,5,5,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,145,145,145,145,145,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,120,120,120,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"66,000",0,145,25,0,0,120,0,0,1,0,0,0,1
190,95,S4,VCAT,5,0,2,0,1,3,3,3,0,0,0,1,0,0,0,0,2,6,8,1,0,2,1,1,2,1,3,1,2,15,2,1,1,5,4,3,5,5,5,3,4,5,5,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,98,98,98,98,98,23,23,23,23,23,15,15,15,15,15,20,20,20,20,20,0,0,0,0,0,40,40,40,40,40,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"29,000",0,98,23,15,20,40,1,0,1,1,1,0,0
191,96,S2,Taxi,3,0,4,0,1,3,3,1,1,1,1,1,0,0,4,4,5,6,7,1,4,5,3,5,2,0,2,2,1,14.5,2,1,2,4,4,5,4,5,5,5,5,5,5,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,145,145,145,145,145,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,120,120,120,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"66,000",0,145,25,0,0,120,0,0,1,0,0,0,1
192,96,S4,Taxi,3,0,4,0,1,3,3,1,1,1,1,1,0,0,4,4,5,6,7,1,4,5,3,5,2,0,2,2,1,14.5,2,1,2,4,4,5,4,5,5,5,5,5,5,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,145,145,145,145,145,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,120,120,120,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"66,000",0,145,25,0,0,120,0,0,1,0,1,0,0
193,97,S2,Taxi,3,0,3,0,1,0,0,1,1,1,1,1,0,0,2,2,4,5,6,1,4,5,3,4,1,0,4,1,2,6,2,6,1,5,5,5,5,5,5,5,5,5,5,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,145,145,145,145,145,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,120,120,120,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"66,000",0,145,25,0,0,120,0,0,1,0,0,0,1
194,97,S4,Car,2,0,3,0,1,0,0,1,1,1,1,1,0,0,2,2,4,5,6,1,4,5,3,4,1,0,4,1,2,6,2,6,1,5,5,5,5,5,5,5,5,5,5,52000,52000,52000,52000,52000,52000,42000,42000,42000,42000,145,145,145,145,145,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,120,120,120,10000,10000,10000,10000,10000,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"42,000","10,000",145,25,0,0,120,0,0,1,0,1,0,0
195,98,S5,Taxi,3,1,4,0,1,3,3,1,1,1,1,1,0,0,1,1,4,6,8,1,4,5,3,4,2,0,3,1,2,5,2,3,1,5,5,5,5,5,5,5,5,5,5,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,125,125,125,125,125,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,90,90,90,90,90,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,"66,000",0,125,25,0,0,90,0,10,1,0,0,1,0
196,98,S7,Bus,4,1,4,0,1,3,3,1,1,1,1,1,0,0,1,1,4,6,8,1,4,5,3,4,2,0,3,1,2,5,2,3,1,5,5,5,5,5,5,5,5,5,5,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,165,165,165,165,165,30,30,30,30,30,15,15,15,15,15,20,20,20,20,20,10,10,10,10,10,90,90,90,90,90,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"19,000",0,165,30,15,20,90,11,10,0,0,1,1,1
197,99,S2,VCAT,5,1,4,0,1,2,0,3,0,2,1,0,0,0,4,4,5,6,8,0,4,2,3,6,2,0,2,1,2,90,2,3,3,5,5,5,5,5,5,5,5,5,5,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,103,103,103,103,103,23,23,23,23,23,10,10,10,10,10,20,20,20,20,20,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"29,000",0,103,23,10,20,50,1,0,1,1,0,0,1
198,99,S4,Taxi,3,1,4,0,1,2,0,3,0,2,1,0,0,0,4,4,5,6,8,0,4,2,3,6,2,0,2,1,2,90,2,3,3,5,5,5,5,5,5,5,5,5,5,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,145,145,145,145,145,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,120,120,120,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"66,000",0,145,25,0,0,120,0,0,1,0,1,0,0
199,100,S6,Bus,4,1,6,0,1,6,0,3,1,1,1,1,0,0,1,1,2,5,6,1,1,3,3,4,1,1,3,5,1,25,2,2,2,4,4,5,5,5,5,4,5,5,5,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,155,155,155,155,155,30,30,30,30,30,15,15,15,15,15,20,20,20,20,20,0,0,0,0,0,90,90,90,90,90,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"19,000",0,155,30,15,20,90,11,0,1,0,0,0,1
