No,ID,Scenario,Mode,Choice,Nationality,Gender,Age,Job,IndMotor,Hmotor,IndCar,Hcar,Hmem,Hinc,AirClass,FreTravel,TCost_MT,TCost_Car,TCost_Taxi,TCost_Bus,TCost_VCAT,VehCost_MT, VehCost_Car ,VehCost_Taxi ,VehCost_Bus , VehCost_VCAT ,Ttime_MT,Ttime_Car, Ttime_Taxi ,Ttime_Bus,Ttime_VCAT,Vehtime_MT,Vehtime_Car,Vehtime_Taxi,Vehtime_Bus,Vehtime_VCAT,Accesstime_MT,Accesstime_Car,Accesstime_Taxi,Accesstime_Bus,Accesstime_VCAT,Wtime_MT,Wtime_Car,Wtime_Taxi,Wtime_Bus,Wtime_VCAT,Delay_MT,Delay_Car,Delay_Taxi,Delay_Bus,Delay_VCAT,Safe_MT,Safe_Car,Safe_Taxi,Safe_Bus,Safe_VCAT,ParkFee_MT, ParkFee_Car , ParkFee_Taxi , ParkFee_Bus , ParkFee_VCAT ,NoTranfer_MT,NoTranfer_Car,NoTranfer_Taxi,NoTranfer_Bus,NoTranfer_VCAT,Weacon_MT,Weacon_Car,Weacon_Taxi,Weacon_Bus,Weacon_VCAT,FlightCheck_MT,FlightCheck_Car,FlightCheck_Taxi,FlightCheck_Bus,FlightCheck_VCAT,TripMT,TripCar,TripTaxi,TripBus,TripVCAT,LugMT,LugCar,LugTaxi,LugBus,LugVCAT,AccmMT,AccmCar,AccmTaxi,AccmBus,AccmVCAT,TPS,NLG,AT
202,101,S8,Taxi,3,1,1,3,7,2,2,1,1,1,3,1,5,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,155,155,155,155,155,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,120,120,120,120,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
201,101,S6,VCAT,5,1,0,6,4,0,0,1,1,2,2,0,5,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,98,98,98,98,98,18,18,18,18,18,10,10,10,10,10,20,20,20,20,20,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
204,102,S8,Car,2,1,0,6,4,0,0,1,1,2,2,0,5,52000,52000,52000,52000,52000,52000,42000,42000,42000,42000,155,155,155,155,155,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,120,120,120,120,120,10000,10000,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
205,103,S5,Taxi,3,1,0,4,7,0,0,1,1,1,3,1,5,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,125,125,125,125,125,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,90,90,90,90,90,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
206,103,S7,VCAT,5,1,0,4,7,0,0,1,1,1,3,1,5,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,103,103,103,103,103,18,18,18,18,18,15,15,15,15,15,20,20,20,20,20,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
207,104,S6,Bus,4,1,1,4,1,0,0,0,1,5,2,1,1,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,155,155,155,155,155,30,30,30,30,30,15,15,15,15,15,20,20,20,20,20,0,0,0,0,0,90,90,90,90,90,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
208,104,S8,Bus,4,1,1,4,1,0,0,0,1,5,2,1,1,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,195,195,195,195,195,30,30,30,30,30,15,15,15,15,15,20,20,20,20,20,10,10,10,10,10,120,120,120,120,120,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
209,105,S2,Taxi,3,1,0,2,3,1,1,0,0,2,3,1,5,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,145,145,145,145,145,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,120,120,120,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
210,105,S4,Taxi,3,1,0,2,3,1,1,0,0,2,3,1,5,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,145,145,145,145,145,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,120,120,120,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
211,106,S2,Taxi,3,1,0,2,3,0,0,0,0,1,2,1,4,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,145,145,145,145,145,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,120,120,120,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
212,106,S4,VCAT,5,1,0,2,3,0,0,0,0,1,2,1,4,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,98,98,98,98,98,23,23,23,23,23,15,15,15,15,15,20,20,20,20,20,0,0,0,0,0,40,40,40,40,40,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
213,107,S2,Bus,4,1,0,5,4,0,0,0,0,2,2,1,5,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,180,180,180,180,180,30,30,30,30,30,10,10,10,10,10,20,20,20,20,20,0,0,0,0,0,120,120,120,120,120,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
214,107,S4,Bus,4,1,0,5,4,0,0,0,0,2,2,1,5,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,190,190,190,190,190,30,30,30,30,30,10,10,10,10,10,20,20,20,20,20,10,10,10,10,10,120,120,120,120,120,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
215,108,S2,Bus,4,1,1,4,1,0,0,1,1,4,3,0,2,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,180,180,180,180,180,30,30,30,30,30,10,10,10,10,10,20,20,20,20,20,0,0,0,0,0,120,120,120,120,120,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
216,108,S4,Bus,4,1,1,4,1,0,0,1,1,4,3,0,2,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,160,160,160,160,160,30,30,30,30,30,10,10,10,10,10,20,20,20,20,20,10,10,10,10,10,90,90,90,90,90,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
217,109,S2,Bus,4,1,1,5,2,0,0,4,4,3,3,1,1,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,180,180,180,180,180,30,30,30,30,30,10,10,10,10,10,20,20,20,20,20,0,0,0,0,0,120,120,120,120,120,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
218,109,S4,Taxi,3,1,1,5,2,0,0,4,4,3,3,1,1,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,145,145,145,145,145,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,120,120,120,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
219,110,S6,Taxi,3,1,1,3,10,0,0,0,0,1,3,1,2,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,125,125,125,125,125,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,90,90,90,90,90,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
220,110,S8,VCAT,5,1,1,3,10,0,0,0,0,1,3,1,2,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,103,103,103,103,103,18,18,18,18,18,15,15,15,15,15,20,20,20,20,20,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
221,111,S5,VCAT,5,1,1,4,1,0,0,0,0,1,3,1,2,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,83,83,83,83,83,18,18,18,18,18,10,10,10,10,10,15,15,15,15,15,0,0,0,0,0,40,40,40,40,40,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
222,111,S7,Taxi,3,1,1,4,1,0,0,0,0,1,3,1,2,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,125,125,125,125,125,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,90,90,90,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
223,112,S5,Car,2,1,1,4,8,0,0,1,1,2,3,1,5,52000,52000,52000,52000,52000,52000,42000,42000,42000,42000,125,125,125,125,125,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,90,90,90,90,90,10000,10000,10000,10000,10000,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
224,112,S7,Car,2,1,1,4,8,0,0,1,1,2,3,1,5,52000,52000,52000,52000,52000,52000,42000,42000,42000,42000,125,125,125,125,125,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,90,90,90,90,90,10000,10000,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
225,113,S5,Car,2,1,1,4,2,1,1,3,3,5,3,1,5,52000,52000,52000,52000,52000,52000,42000,42000,42000,42000,125,125,125,125,125,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,90,90,90,90,90,10000,10000,10000,10000,10000,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
226,113,S7,Car,2,1,1,4,2,1,1,3,3,5,3,1,5,52000,52000,52000,52000,52000,52000,42000,42000,42000,42000,125,125,125,125,125,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,90,90,90,90,90,10000,10000,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
227,114,S5,Car,2,1,1,6,4,1,1,0,1,2,3,1,3,52000,52000,52000,52000,52000,52000,42000,42000,42000,42000,125,125,125,125,125,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,90,90,90,90,90,10000,10000,10000,10000,10000,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
228,114,S7,VCAT,5,1,1,6,4,1,1,0,0,2,3,1,3,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,103,103,103,103,103,18,18,18,18,18,15,15,15,15,15,20,20,20,20,20,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
229,115,S5,Bus,4,0,0,2,7,3,3,1,1,4,1,1,5,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,185,185,185,185,185,30,30,30,30,30,15,15,15,15,15,20,20,20,20,20,0,0,0,0,0,120,120,120,120,120,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
230,115,S7,Bus,4,0,0,2,7,3,3,1,1,4,1,1,5,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,165,165,165,165,165,30,30,30,30,30,15,15,15,15,15,20,20,20,20,20,10,10,10,10,10,90,90,90,90,90,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
231,116,S5,Car,2,0,0,3,7,1,1,1,1,4,2,1,2,52000,52000,52000,52000,52000,52000,42000,42000,42000,42000,125,125,125,125,125,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,90,90,90,90,90,10000,10000,10000,10000,10000,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
232,116,S7,Motorbike,1,0,0,3,7,1,1,1,1,4,2,1,2,21500,21500,21500,21500,21500,16500,16500,16500,16500,16500,140,140,140,140,140,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,120,120,120,5000,5000,5000,5000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
233,117,S5,Car,2,0,0,3,7,2,2,1,1,4,2,1,1,52000,52000,52000,52000,52000,52000,42000,42000,42000,42000,125,125,125,125,125,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,90,90,90,90,90,10000,10000,10000,10000,10000,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
234,117,S7,Car,2,0,0,3,7,2,2,1,1,4,2,1,1,52000,52000,52000,52000,52000,52000,42000,42000,42000,42000,125,125,125,125,125,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,90,90,90,90,90,10000,10000,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
235,118,S5,VCAT,5,0,1,4,7,3,0,0,0,4,2,1,1,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,83,83,83,83,83,18,18,18,18,18,10,10,10,10,10,15,15,15,15,15,0,0,0,0,0,40,40,40,40,40,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
236,118,S7,Motorbike,1,0,1,4,7,3,0,0,0,4,2,1,1,21500,21500,21500,21500,21500,16500,16500,16500,16500,16500,140,140,140,140,140,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,120,120,120,5000,5000,5000,5000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
237,119,S5,Motorbike,1,0,1,2,3,1,1,0,0,5,1,1,1,21500,21500,21500,21500,21500,16500,16500,16500,16500,16500,140,140,140,140,140,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,120,120,120,5000,5000,5000,5000,5000,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
238,119,S7,Motorbike,1,0,1,2,3,1,1,0,0,5,1,1,1,21500,21500,21500,21500,21500,16500,16500,16500,16500,16500,140,140,140,140,140,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,120,120,120,5000,5000,5000,5000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
239,120,S5,VCAT,5,0,1,4,2,1,1,0,0,3,3,1,4,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,83,83,83,83,83,18,18,18,18,18,10,10,10,10,10,15,15,15,15,15,0,0,0,0,0,40,40,40,40,40,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
240,120,S7,VCAT,5,0,1,4,2,1,1,0,0,3,3,1,4,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,103,103,103,103,103,18,18,18,18,18,15,15,15,15,15,20,20,20,20,20,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
241,121,S5,VCAT,5,1,0,2,7,0,2,0,2,5,2,1,1,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,83,83,83,83,83,18,18,18,18,18,10,10,10,10,10,15,15,15,15,15,0,0,0,0,0,40,40,40,40,40,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
242,121,S7,VCAT,5,1,0,2,7,0,2,0,2,5,2,1,1,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,103,103,103,103,103,18,18,18,18,18,15,15,15,15,15,20,20,20,20,20,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
243,122,S2,Bus,4,0,1,2,5,0,0,0,0,5,1,1,1,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,180,180,180,180,180,30,30,30,30,30,10,10,10,10,10,20,20,20,20,20,0,0,0,0,0,120,120,120,120,120,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
244,122,S4,Bus,4,0,1,2,5,0,0,0,0,5,1,1,1,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,160,160,160,160,160,30,30,30,30,30,10,10,10,10,10,20,20,20,20,20,10,10,10,10,10,90,90,90,90,90,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
245,123,S5,Bus,4,1,1,3,1,1,1,1,1,5,3,1,1,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,180,180,180,180,180,30,30,30,30,30,10,10,10,10,10,20,20,20,20,20,0,0,0,0,0,120,120,120,120,120,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
246,123,S7,Bus,4,1,1,3,1,1,1,1,1,5,3,1,1,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,165,165,165,165,165,30,30,30,30,30,15,15,15,15,15,20,20,20,20,20,10,10,10,10,10,90,90,90,90,90,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
247,124,S6,Bus,4,1,0,3,9,1,1,3,3,5,3,1,2,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,155,155,155,155,155,30,30,30,30,30,15,15,15,15,15,20,20,20,20,20,0,0,0,0,0,90,90,90,90,90,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
248,124,S8,Bus,4,1,0,3,9,1,1,3,3,5,3,1,2,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,195,195,195,195,195,30,30,30,30,30,15,15,15,15,15,20,20,20,20,20,10,10,10,10,10,120,120,120,120,120,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0
203,102,S6,VCAT,5,0,1,3,1,0,3,0,0,1,1,1,1,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,98,98,98,98,98,18,18,18,18,18,10,10,10,10,10,20,20,20,20,20,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
250,125,S8,Car,2,0,1,3,1,0,3,0,0,1,1,1,1,52000,52000,52000,52000,52000,52000,42000,42000,42000,42000,155,155,155,155,155,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,120,120,120,120,120,10000,10000,10000,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
251,126,S6,Bus,4,0,1,3,1,1,1,1,1,5,1,0,1,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,155,155,155,155,155,30,30,30,30,30,15,15,15,15,15,20,20,20,20,20,0,0,0,0,0,90,90,90,90,90,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
252,126,S8,Bus,4,0,1,3,1,1,1,1,1,5,1,0,1,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,195,195,195,195,195,30,30,30,30,30,15,15,15,15,15,20,20,20,20,20,10,10,10,10,10,120,120,120,120,120,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
253,127,S6,VCAT,5,0,0,2,3,1,1,1,1,4,1,1,4,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,98,98,98,98,98,18,18,18,18,18,10,10,10,10,10,20,20,20,20,20,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
254,127,S8,Taxi,3,0,0,2,3,1,1,1,1,4,1,1,4,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,155,155,155,155,155,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,120,120,120,120,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
255,128,S1,Taxi,3,1,0,4,10,0,0,0,0,1,3,1,2,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,115,115,115,115,115,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,90,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
256,128,S3,Taxi,3,1,0,4,10,0,0,0,0,1,3,1,2,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,145,145,145,145,145,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,120,120,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
257,129,S6,VCAT,5,1,1,2,2,2,2,0,0,2,2,1,5,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,98,98,98,98,98,18,18,18,18,18,10,10,10,10,10,20,20,20,20,20,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
258,129,S8,VCAT,5,1,1,2,2,2,2,0,0,2,2,1,5,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,103,103,103,103,103,23,23,23,23,23,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
259,130,S6,Taxi,3,1,1,2,2,0,0,0,2,3,3,1,1,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,155,155,155,155,155,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,120,120,120,120,120,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
260,130,S8,VCAT,5,1,1,2,2,0,0,0,2,3,3,1,1,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,103,103,103,103,103,23,23,23,23,23,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
261,131,S5,Bus,4,1,0,2,4,0,0,2,2,3,3,1,1,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,185,185,185,185,185,30,30,30,30,30,15,15,15,15,15,20,20,20,20,20,0,0,0,0,0,120,120,120,120,120,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
262,131,S7,Bus,4,1,0,2,4,0,0,2,2,3,3,1,1,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,165,165,165,165,165,30,30,30,30,30,15,15,15,15,15,20,20,20,20,20,10,10,10,10,10,90,90,90,90,90,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
263,132,S2,VCAT,5,1,1,3,7,0,1,0,0,2,3,1,1,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,103,103,103,103,103,23,23,23,23,23,10,10,10,10,10,20,20,20,20,20,0,0,0,0,0,50,50,50,50,50,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
264,132,S4,VCAT,5,1,1,3,7,0,1,0,0,2,3,1,1,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,98,98,98,98,98,23,23,23,23,23,15,15,15,15,15,20,20,20,20,20,0,0,0,0,0,40,40,40,40,40,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
265,133,S1,VCAT,5,1,0,3,7,0,1,1,5,4,3,1,1,29000,29000,29000,29000,29000,29000,29000,29000,29000,29000,83,83,83,83,83,18,18,18,18,18,10,10,10,10,10,15,15,15,15,15,0,0,0,0,0,40,40,40,40,40,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1
