No,SC,ID,MODE,Choice,Gender,Nat,Age,Job,Edu,Hinc,Hcar,DEP,TPP,LUG,ACCM,WCON,DMale,DFemale,Dvien,DNVien,DFNer,Cost_MT,Cost_Car,Cost_Taxi,Cost_Bus,Cost_VCAT,Park_MT,Park_Car,Park_Taxi,Park_Bus,Park_VCAT,Vehtime_MT,Vehtime_Car,Vehtime_Taxi,Vehtime_Bus,Vehtime_VCAT,Delay_MT,Delay_Car,Delay_Taxi,Delay_Bus,Delay_VCAT,Acctime_MT,Acctime_Car,Acctime_Taxi,Acctime_Bus,Acctime_VCAT,Wtime_MT,Wtime_Car,Wtime_Taxi,Wtime_Bus,Wtime_VCAT,Safe_MT,Safe_Car,Safe_Taxi,Safe_Bus,Safe_VCAT,Trans_MT,Trans_Car,Trans_Taxi,Trans_Bus,Trans_VCAT,WC_MT,WC_Car,WC_Taxi,WC_Bus,WC_VCAT,ChIn_MT,ChIn_Car,ChIn_Taxi,ChIn_Bus,ChIn_VCAT
72,S4,36,Private Car,2,2,1,2,6,3,4,1,1,2,2,1,1,0,1,1,0,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,10,0,0,0,0,10,15,0,0,0,20,20,120,120,120,120,40,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0
73,S2,37,Airport Bus,4,2,1,5,2,3,3,1,1,1,2,2,1,0,1,1,0,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,0,0,0,0,0,10,10,0,0,0,20,20,120,120,120,120,50,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0
74,S4,37,Taxi,3,2,1,5,2,3,3,1,1,2,2,1,1,0,1,1,0,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,10,0,0,0,0,10,15,0,0,0,20,20,120,120,120,120,40,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0
75,S5,38,Taxi,3,2,1,2,1,1,3,0,1,1,1,1,2,0,1,1,0,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0
76,S7,38,Airport Bus,4,2,1,2,1,1,3,0,1,2,1,2,2,0,1,1,0,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,10,0,0,0,0,15,15,0,0,0,20,20,90,90,90,90,50,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0
77,S2,39,Airport Limousine Bus,5,2,2,2,7,2,2,0,2,1,2,2,1,0,1,0,1,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,0,0,0,0,0,10,10,0,0,0,20,20,120,120,120,120,50,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
78,S4,39,Taxi,3,2,2,2,7,2,2,0,2,2,2,1,1,0,1,0,1,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,10,0,0,0,0,10,15,0,0,0,20,20,120,120,120,120,40,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0
79,S2,40,Airport Limousine Bus,5,2,2,2,1,2,6,0,1,1,2,2,1,0,1,0,1,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,0,0,0,0,0,10,10,0,0,0,20,20,120,120,120,120,50,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
80,S4,40,Airport Bus,4,2,2,2,1,2,6,0,1,2,2,1,1,0,1,0,1,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,10,0,0,0,0,10,15,0,0,0,20,20,120,120,120,120,40,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0
81,S2,41,Taxi,3,2,2,2,5,2,4,0,1,1,2,2,2,0,1,0,1,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,0,0,0,0,0,10,10,0,0,0,20,20,120,120,120,120,50,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0
82,S4,41,Taxi,3,2,2,2,5,2,4,0,1,2,2,1,1,0,1,0,1,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,10,0,0,0,0,10,15,0,0,0,20,20,120,120,120,120,40,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0
83,S2,42,Airport Limousine Bus,5,2,1,2,1,2,4,0,2,1,2,2,1,0,1,1,0,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,0,0,0,0,0,10,10,0,0,0,20,20,120,120,120,120,50,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
84,S4,42,Airport Bus,4,2,1,2,1,2,4,0,2,2,2,1,1,0,1,1,0,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,10,0,0,0,0,10,15,0,0,0,20,20,120,120,120,120,40,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0
85,S2,43,Airport Bus,4,1,2,2,6,4,8,1,2,1,2,2,1,1,0,0,1,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,0,0,0,0,0,10,10,0,0,0,20,20,120,120,120,120,50,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0
86,S4,43,Airport Bus,4,1,2,2,6,4,8,1,2,2,2,1,1,1,0,0,1,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,10,0,0,0,0,10,15,0,0,0,20,20,120,120,120,120,40,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0
87,S2,44,Airport Limousine Bus,5,1,2,1,6,1,5,1,1,1,2,2,1,1,0,0,1,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,0,0,0,0,0,10,10,0,0,0,20,20,120,120,120,120,50,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
88,S4,44,Airport Bus,4,1,2,1,6,1,5,1,1,2,2,1,1,1,0,0,1,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,10,0,0,0,0,10,15,0,0,0,20,20,120,120,120,120,40,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0
89,S5,45,Airport Limousine Bus,5,1,2,1,6,1,1,1,1,1,1,1,1,1,0,0,1,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
90,S7,45,Airport Bus,4,1,2,1,6,1,1,1,1,2,1,2,2,1,0,0,1,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,10,0,0,0,0,15,15,0,0,0,20,20,90,90,90,90,50,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0
91,S5,46,Private Car,2,1,2,1,6,1,3,1,1,1,1,1,2,1,0,0,1,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0
92,S7,46,Airport Limousine Bus,5,1,2,1,6,1,3,1,1,2,1,2,2,1,0,0,1,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,10,0,0,0,0,15,15,0,0,0,20,20,90,90,90,90,50,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1
93,S2,47,Private Car,2,2,1,1,6,1,3,1,1,1,2,2,2,0,1,1,0,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,0,0,0,0,0,10,10,0,0,0,20,20,120,120,120,120,50,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0
94,S4,47,Airport Limousine Bus,5,2,1,1,6,1,3,1,1,2,2,1,1,0,1,1,0,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,10,0,0,0,0,10,15,0,0,0,20,20,120,120,120,120,40,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
95,S5,48,Private Car,2,2,1,1,6,1,4,1,1,1,1,1,2,0,1,1,0,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0
96,S7,48,Airport Limousine Bus,5,2,1,1,6,1,4,1,1,2,1,2,2,0,1,1,0,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,10,0,0,0,0,15,15,0,0,0,20,20,90,90,90,90,50,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1
97,S5,49,Private Car,2,1,1,1,6,1,4,0,1,1,1,1,2,1,0,1,0,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0
98,S7,49,Airport Limousine Bus,5,1,1,1,6,1,4,0,1,2,1,2,2,1,0,1,0,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,10,0,0,0,0,15,15,0,0,0,20,20,90,90,90,90,50,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1
99,S5,50,Airport Bus,4,2,1,1,6,1,4,1,1,1,1,1,2,0,1,1,0,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0
100,S7,50,Airport Limousine Bus,5,2,1,1,6,1,4,1,1,2,1,2,2,0,1,1,0,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,10,0,0,0,0,15,15,0,0,0,20,20,90,90,90,90,50,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1
101,S5,51,Airport Limousine Bus,5,1,1,2,5,3,3,1,2,1,1,1,1,1,0,1,0,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
102,S7,51,Airport Limousine Bus,5,1,1,2,5,3,3,1,2,2,1,2,2,1,0,1,0,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,10,0,0,0,0,15,15,0,0,0,20,20,90,90,90,90,50,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1
103,S2,52,Airport Bus,4,2,1,4,3,2,7,1,1,1,2,2,1,0,1,1,0,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,0,0,0,0,0,10,10,0,0,0,20,20,120,120,120,120,50,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0
104,S4,52,Airport Bus,4,2,1,4,3,2,7,1,1,2,2,1,1,0,1,1,0,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,10,0,0,0,0,10,15,0,0,0,20,20,120,120,120,120,40,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0
105,S5,53,Private Car,2,2,2,1,6,1,1,1,1,1,1,1,2,0,1,0,1,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0
106,S7,53,Airport Limousine Bus,5,2,2,1,6,1,1,1,1,2,1,2,2,0,1,0,1,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,10,0,0,0,0,15,15,0,0,0,20,20,90,90,90,90,50,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1
107,S5,54,Airport Limousine Bus,5,2,2,1,6,1,3,1,1,1,1,1,1,0,1,0,1,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
108,S7,54,Airport Limousine Bus,5,2,2,1,6,1,3,1,1,2,1,2,2,0,1,0,1,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,10,0,0,0,0,15,15,0,0,0,20,20,90,90,90,90,50,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1
109,S5,55,Airport Limousine Bus,5,1,1,1,6,1,1,1,1,1,1,1,1,1,0,1,0,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
110,S7,55,Airport Limousine Bus,5,1,1,1,6,1,1,1,1,2,1,2,2,1,0,1,0,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,10,0,0,0,0,15,15,0,0,0,20,20,90,90,90,90,50,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1
111,S2,56,Airport Limousine Bus,5,1,2,2,4,1,2,0,1,1,2,2,1,1,0,0,1,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,0,0,0,0,0,10,10,0,0,0,20,20,120,120,120,120,50,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
112,S4,56,Private Car,2,1,2,2,4,1,2,0,1,2,2,1,1,1,0,0,1,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,10,0,0,0,0,10,15,0,0,0,20,20,120,120,120,120,40,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0
113,S5,57,Private Car,2,2,2,2,6,1,1,1,1,1,1,1,2,0,1,0,1,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0
114,S7,57,Airport Bus,4,2,2,2,6,1,1,1,1,2,1,2,2,0,1,0,1,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,10,0,0,0,0,15,15,0,0,0,20,20,90,90,90,90,50,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0
115,S5,58,Airport Limousine Bus,5,2,2,1,6,1,6,1,1,1,1,1,1,0,1,0,1,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
116,S7,58,Airport Limousine Bus,5,2,2,1,6,1,6,1,1,2,1,2,2,0,1,0,1,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,10,0,0,0,0,15,15,0,0,0,20,20,90,90,90,90,50,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1
117,S2,59,Airport Bus,4,2,1,1,6,1,2,1,1,1,2,2,1,0,1,1,0,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,0,0,0,0,0,10,10,0,0,0,20,20,120,120,120,120,50,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0
118,S4,59,Airport Bus,4,2,1,1,6,1,2,1,1,2,2,1,1,0,1,1,0,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,10,0,0,0,0,10,15,0,0,0,20,20,120,120,120,120,40,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0
119,S5,60,Airport Bus,4,2,1,1,6,1,8,1,1,1,1,1,2,0,1,1,0,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0
120,S7,60,Taxi,3,2,1,1,6,1,8,1,1,2,1,2,1,0,1,1,0,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,10,0,0,0,0,15,15,0,0,0,20,20,90,90,90,90,50,0,0,0,1,1,0,0,2,0,0,0,0,2,0,0
121,S5,61,Airport Bus,4,2,2,1,6,1,3,1,1,1,1,1,2,0,1,0,1,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0
122,S7,61,Airport Bus,4,2,2,1,6,1,3,1,1,2,1,2,2,0,1,0,1,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,10,0,0,0,0,15,15,0,0,0,20,20,90,90,90,90,50,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0
123,S2,62,Airport Limousine Bus,5,2,3,3,5,4,8,1,1,1,2,2,1,0,1,0,0,1,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,0,0,0,0,0,10,10,0,0,0,20,20,120,120,120,120,50,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
124,S4,62,Airport Limousine Bus,5,2,3,3,5,4,8,1,1,2,2,1,1,0,1,0,0,1,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,10,0,0,0,0,10,15,0,0,0,20,20,120,120,120,120,40,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
125,S5,63,Airport Limousine Bus,5,1,3,4,5,4,8,1,1,1,1,1,1,1,0,0,0,1,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
126,S7,63,Airport Limousine Bus,5,1,3,4,5,4,8,1,1,2,1,2,2,1,0,0,0,1,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,10,0,0,0,0,15,15,0,0,0,20,20,90,90,90,90,50,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1
249,S6,125,Airport Limousine Bus,5,2,3,3,5,3,8,1,1,1,2,2,1,0,1,0,0,1,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,20,120,120,120,120,50,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
128,S8,64,Airport Limousine Bus,5,2,3,3,5,3,8,1,1,2,2,1,2,0,1,0,0,1,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,23,0,10,10,10,0,0,0,0,15,15,0,0,0,20,15,120,120,120,120,50,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1
129,S1,65,Airport Bus,4,2,3,4,1,4,8,0,1,1,1,1,2,0,1,0,0,1,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,18,0,0,0,0,0,0,0,0,10,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0
130,S3,65,Airport Bus,4,2,3,4,1,4,8,0,1,2,1,2,2,0,1,0,0,1,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,10,0,0,0,0,10,15,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0
131,S1,66,Airport Limousine Bus,5,2,3,3,5,3,8,1,1,1,1,1,2,0,1,0,0,1,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,18,0,0,0,0,0,0,0,0,10,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1
132,S3,66,Airport Limousine Bus,5,2,3,3,5,3,8,1,1,2,1,2,2,0,1,0,0,1,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,10,0,0,0,0,10,15,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1
133,S5,67,Airport Limousine Bus,5,2,3,2,5,3,7,0,1,1,1,1,1,0,1,0,0,1,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
134,S7,67,Airport Limousine Bus,5,2,3,2,5,3,7,0,1,2,1,2,2,0,1,0,0,1,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,10,0,0,0,0,15,15,0,0,0,20,20,90,90,90,90,50,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1
135,S2,68,Airport Limousine Bus,5,2,3,2,5,3,7,0,1,1,2,2,1,0,1,0,0,1,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,0,0,0,0,0,10,10,0,0,0,20,20,120,120,120,120,50,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
136,S4,68,Private Car,2,2,3,2,5,3,7,0,1,2,2,1,1,0,1,0,0,1,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,10,0,0,0,0,10,15,0,0,0,20,20,120,120,120,120,40,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0
137,S1,69,Private Car,2,2,3,3,5,4,8,1,1,1,1,1,2,0,1,0,0,1,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,18,0,0,0,0,0,0,0,0,10,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,2,0,0,0,0,2,0,0,0
138,S3,69,Taxi,3,2,3,3,5,4,8,1,1,2,1,2,1,0,1,0,0,1,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,10,0,0,0,0,10,15,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,2,0,0,0,0,2,0,0
139,S5,70,Motorbike,1,1,1,4,1,3,2,0,1,1,1,1,1,1,0,1,0,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0
140,S7,70,Motorbike,1,1,1,4,1,3,2,0,1,2,1,2,2,1,0,1,0,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,10,0,0,0,0,15,15,0,0,0,20,20,90,90,90,90,50,0,0,0,1,1,2,0,0,0,0,2,0,0,0,0
141,S5,71,Private Car,2,1,1,2,1,3,3,0,1,1,1,1,2,1,0,1,0,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0
142,S7,71,Airport Limousine Bus,5,1,1,2,1,3,3,0,1,2,1,2,2,1,0,1,0,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,10,0,0,0,0,15,15,0,0,0,20,20,90,90,90,90,50,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1
143,S5,72,Private Car,2,2,2,2,1,3,5,0,1,1,1,1,2,0,1,0,1,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0
144,S7,72,Private Car,2,2,2,2,1,3,5,0,1,2,1,2,1,0,1,0,1,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,10,0,0,0,0,15,15,0,0,0,20,20,90,90,90,90,50,0,0,0,1,1,0,2,0,0,0,0,2,0,0,0
145,S5,73,Airport Bus,4,1,2,2,1,3,3,1,1,1,1,1,2,1,0,0,1,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0
146,S7,73,Airport Limousine Bus,5,1,2,2,1,3,3,1,1,2,1,2,2,1,0,0,1,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,10,0,0,0,0,15,15,0,0,0,20,20,90,90,90,90,50,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1
147,S1,74,Motorbike,1,1,1,3,1,3,4,0,1,1,1,1,1,1,0,1,0,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,18,0,0,0,0,0,0,0,0,10,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,2,0,0,0,0,2,0,0,0,0
148,S3,74,Motorbike,1,1,1,3,1,3,4,0,1,2,1,2,2,1,0,1,0,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,10,0,0,0,0,10,15,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,2,0,0,0,0,2,0,0,0,0
149,S2,75,Airport Limousine Bus,5,1,2,3,1,2,2,0,1,1,2,2,1,1,0,0,1,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,0,0,0,0,0,10,10,0,0,0,20,20,120,120,120,120,50,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
150,S4,75,Taxi,3,1,2,3,1,2,2,0,1,2,2,1,1,1,0,0,1,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,10,0,0,0,0,10,15,0,0,0,20,20,120,120,120,120,40,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0
151,S2,76,Private Car,2,2,1,2,1,3,3,1,1,1,2,2,2,0,1,1,0,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,0,0,0,0,0,10,10,0,0,0,20,20,120,120,120,120,50,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0
152,S4,76,Private Car,2,2,1,2,1,3,3,1,1,2,2,1,1,0,1,1,0,0,16500,42000,66000,19000,29000,5000,10000,0,0,0,20,25,25,30,23,0,0,0,10,0,0,0,0,10,15,0,0,0,20,20,120,120,120,120,40,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0
153,S5,77,Private Car,2,1,2,3,1,2,3,0,1,1,1,1,2,1,0,0,1,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0
154,S7,77,Airport Limousine Bus,5,1,2,3,1,2,3,0,1,2,1,2,2,1,0,0,1,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,10,0,0,0,0,15,15,0,0,0,20,20,90,90,90,90,50,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1
155,S5,78,Private Car,2,1,2,3,1,2,4,0,1,1,1,1,2,1,0,0,1,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,0,0,0,0,0,15,10,0,0,0,20,15,90,90,90,90,40,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0
156,S7,78,Airport Limousine Bus,5,1,2,3,1,2,4,0,1,2,1,2,2,1,0,0,1,0,16500,42000,66000,19000,34000,5000,10000,0,0,0,20,25,25,30,18,0,10,10,10,0,0,0,0,15,15,0,0,0,20,20,90,90,90,90,50,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1
